NGA,PolID,Number,Text
Susiana,IqAbbs2,4,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [332] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'"""
Susiana,IrIlkhn,NA,-
Susiana,UzTimur,4,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [477] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'"""
Susiana,IrAkKoy,4,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [390] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'"""
Susiana,IrSafvd,4,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [522] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'"""
Susiana,IrQajar,4,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [249] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'"""
Yemeni Coastal Plain,YeQasmi,1,"Allah created and governs the cosmos. At the resurrection (Hashr), Allah will send individuals to hell (Jahannam) or paradise (Cannat) after final judgment (Hisab) of their behavior (e.g. cheating, theft). ""As an uncompromising and pure monotheistic religion, according to Islam, God is one and unique (tawhid); and He has no partner, no children and no parents. He is eternal and everywhere. He is Creator of the universe, which is not self-explanatory. He is merciful, compassionate and loving. He sent prophets to guide humankind, to tell us how to live like good individuals and be happy in this world and the hereafter."" [1,164] ""The fifth article of Islamic faith is belief in life after death. The life of this world and all that is in it will come to an end on a divinely appointed date, which is called the Last Day (Qiyamat). All human beings who have lived in the world will then be restored to life and will be presented before God. This is called resurrection (Hashr). The entire record of every person will be presented before God for final judgement (Hisab). Those who excel in goodness will be rewarded. Those whose evils and wrongdoings outweigh their good deeds will be punished. Those who are condemned and deserve punishment will be sent to hell (Jahannam). Those who emerge successfully from the final judgement will go to paradise (Cannat). [...]Muslims must desist from the practice of infanticide, from adultery, from killing unjustly, from robbing orphans, from cheating in trade, from believing false reports and from showing pride: ‘Do not slay your offspring for fear of want. It is We who provide for them, and for you. Indeed their killing is a great sin. Do not approach adultery, for it is an indecent thing and an evil way. Do not take the life which Allah has rendered sacrosanct, except for a just cause.... Do not approach the property of an orphan except in the way that is best (responsible investment) until he attains majority. Keep your covenants, for one is responsible for one's covenant. Give full measure when you measure, and weigh with even scales (when you weigh). This is better, and will be the best in the end. Do not go after that of which you have no knowledge, for (man's) eyes, ears and heart, each of these (senses) shall be closely questioned. Do not walk proudly on the earth (Qur'an, 17:31-7).'"""
Cahokia,USMisEW,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USMisMW,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USMisRo,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USMisMu,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USMisPa,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USMisSp,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USMisME,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USCahoE,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USCahoL,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USMisSd,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USOneot,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Cahokia,USIllin,1,Very little is known about religious beliefs in this region before the arrival of Christianity
Valley of Oaxaca,MxTieLa,NA,-
Valley of Oaxaca,MxSanGu,NA,-
Valley of Oaxaca,MxRosar,NA,-
Valley of Oaxaca,MxAlb1E,NA,-
Valley of Oaxaca,MxAlb1L,NA,-
Valley of Oaxaca,MxAlb2*,NA,-
Valley of Oaxaca,MxAlb3A,NA,-
Valley of Oaxaca,MxAlb3B,NA,-
Valley of Oaxaca,MxAlbEP,NA,-
Valley of Oaxaca,MXAlbLP,1,"In addition to the veneration of localized ancestor cults, the Zapotecs also believed in a ‘supreme universal god’ called Bezelao, or Lord 13 Flower."" [794] Unfortunately, nothing appears to be known about this god's attributes. "
Upper Egypt,EgBadar,NA,-
Upper Egypt,EgNaqa1,NA,-
Upper Egypt,EgNaqa2,NA,-
Upper Egypt,EgNaqa3,NA,-
Upper Egypt,EgDyn1*,NA,-
Upper Egypt,EgDyn2*,1,"Thomas Cressy: Expert John Baines confirmed Maat was also present in this period [289] so have have coded the same way as the next polity and pasted in the Maat related description The sun god, Re, created and governs the cosmos. Fate in one’s afterlife was judged based on how well one followed the code of maat (“what is right”; e.g. protecting the weak, no cheating/theft). ""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life.""[290] ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[291] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule."""
Upper Egypt,EgOldK1,2,"The sun god, Re, created and governs the cosmos. Fate in one’s afterlife was judged based on how well one followed the code of maat (“what is right”; e.g. protecting the weak, no cheating/theft). ""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life.""[602] ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[603] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule.""[604]"
Upper Egypt,EgOldK2,2,"The sun god, Re, created and governs the cosmos. Fate in one’s afterlife was judged based on how well one followed the code of maat (“what is right”; e.g. protecting the weak, no cheating/theft). ""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life.""[595] ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[596] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule.""[597]"
Upper Egypt,EgRegns,2,"The sun god, Re, created and governs the cosmos. Fate in one’s afterlife was judged based on how well one followed the code of maat (“what is right”; e.g. protecting the weak, no cheating/theft). ""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life.""[393] ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[394] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule."""
Upper Egypt,EgMidKg,3,"""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life. [...] In the Middle Kingdom we encounter a new image of Re. Several hymns to the sun god tell how he created the world solely for humankind. Human beings are made in his image, and he provides them with everything they need for life. Evil, however, does not come from the god but from mortals' own rebellious hearts, and for this they are judged in the underworld. With his rays, which penetrate each body, Re supervises and controls human beings, rewarding the obedient and destroying the disobedient. On earth, the king does this in his stead.""[599] Also relevant: Maat. ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[600] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule."""
Upper Egypt,EgThebH,3,"""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life. [...] In the Middle Kingdom we encounter a new image of Re. Several hymns to the sun god tell how he created the world solely for humankind. Human beings are made in his image, and he provides them with everything they need for life. Evil, however, does not come from the god but from mortals' own rebellious hearts, and for this they are judged in the underworld. With his rays, which penetrate each body, Re supervises and controls human beings, rewarding the obedient and destroying the disobedient. On earth, the king does this in his stead.""[441] Also relevant: Maat. ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[442] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule."""
Upper Egypt,EgNKThu,3,"""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life. [...] In the Middle Kingdom we encounter a new image of Re. Several hymns to the sun god tell how he created the world solely for humankind. Human beings are made in his image, and he provides them with everything they need for life. Evil, however, does not come from the god but from mortals' own rebellious hearts, and for this they are judged in the underworld. With his rays, which penetrate each body, Re supervises and controls human beings, rewarding the obedient and destroying the disobedient. On earth, the king does this in his stead.""[811] Also relevant: Maat. ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[812] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule."""
Upper Egypt,EgNKRam,3,"""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life. [...] In the Middle Kingdom we encounter a new image of Re. Several hymns to the sun god tell how he created the world solely for humankind. Human beings are made in his image, and he provides them with everything they need for life. Evil, however, does not come from the god but from mortals' own rebellious hearts, and for this they are judged in the underworld. With his rays, which penetrate each body, Re supervises and controls human beings, rewarding the obedient and destroying the disobedient. On earth, the king does this in his stead.""[785] Also relevant: Maat. ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[786] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule."""
Upper Egypt,EgThebL,3,"""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life. [...] In the Middle Kingdom we encounter a new image of Re. Several hymns to the sun god tell how he created the world solely for humankind. Human beings are made in his image, and he provides them with everything they need for life. Evil, however, does not come from the god but from mortals' own rebellious hearts, and for this they are judged in the underworld. With his rays, which penetrate each body, Re supervises and controls human beings, rewarding the obedient and destroying the disobedient. On earth, the king does this in his stead.""[492] Also relevant: Maat. ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[493] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule."""
Upper Egypt,SdKusht,3,"""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life. [...] In the Middle Kingdom we encounter a new image of Re. Several hymns to the sun god tell how he created the world solely for humankind. Human beings are made in his image, and he provides them with everything they need for life. Evil, however, does not come from the god but from mortals' own rebellious hearts, and for this they are judged in the underworld. With his rays, which penetrate each body, Re supervises and controls human beings, rewarding the obedient and destroying the disobedient. On earth, the king does this in his stead.""[740] Also relevant: Maat. ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[741] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule."""
Upper Egypt,EgSaite,3,"""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life. [...] In the Middle Kingdom we encounter a new image of Re. Several hymns to the sun god tell how he created the world solely for humankind. Human beings are made in his image, and he provides them with everything they need for life. Evil, however, does not come from the god but from mortals' own rebellious hearts, and for this they are judged in the underworld. With his rays, which penetrate each body, Re supervises and controls human beings, rewarding the obedient and destroying the disobedient. On earth, the king does this in his stead.""[667] Also relevant: Maat. ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[668] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule."""
Upper Egypt,IrAchae,4,"The following quote makes it clear the Zoroastrian god, Ahura Mazda, was both responsible for the creation of the world and for punishing transgressors. ""[T]he prophet feels also the awe due to the God who is “Creator of all” (Y. 44.7), and who, as Lord of aša, presides over a strict justice for mankind by which the wicked, who have chosen to act “at Lie’s commands” (Y. 31.1) will be in due course condemned. Their destination is the Worst Existence, i.e., Hell, which has been brought into being by Angra Mainyu (Y. 30.4). Mazdā has “appointed recompenses” (Y. 43.5), decreeing that “the end shall be different for each” (Y. 48.4); but he “has left to men’s wills (the choice between) holy and unholy” (Y. 45.9), and it is their own inner selves (daēnā-) which lead sinners to destruction (Y. 51.13)."""
Upper Egypt,EgIntOc,3,"""Re is the sun god. His Egyptian name, rʿ, is usually written with the sun disk. He is often called “Re-Horakhty” (“Re [is] Horus of the Horizon”); this should be understood as a surname describing the character of the god. Re was the most important god of the Egyptian pantheon because he created the world. [...] For the Egyptians, the course of the sun was the measurement of time. After its nightly absence, it rose again on the horizon with absolute regularity. The rising sun was the symbol for the creation of the world, and the daily course of the sun the symbol of the world's cyclical renewal; hence the paramount importance of Re as creator and master of life. [...] In the Middle Kingdom we encounter a new image of Re. Several hymns to the sun god tell how he created the world solely for humankind. Human beings are made in his image, and he provides them with everything they need for life. Evil, however, does not come from the god but from mortals' own rebellious hearts, and for this they are judged in the underworld. With his rays, which penetrate each body, Re supervises and controls human beings, rewarding the obedient and destroying the disobedient. On earth, the king does this in his stead.""[372] Also relevant: Maat. ""In all levels of the divine hierarchy and throughout Egyptian society there existed the unifying concept of balance and harmony. The creation myths describe the earliest periods in the memory of humankind as pure chaos. Out of it derived some form of harmony, and this calmed state made possible the existence of the world as the Egyptians knew it. The gods are responsible for maintaining the order and presenting it to the king who in turn reinforces the system. Humankind must live according to its rules and regulations; no one is exempt. So important was the concept of order and balance in the universe that it was deified as a goddess, Maat.""[373] Regarding Re's relationship to Maat: ""Re's closest ally is the goddess Maat, the embodiment of order and truth; she represents the unimpeachable principle of his rule."""
